Date,Time,Weather,Road_Condition,Time_of_Day,Traffic,Accident_Type,Vehicle_Type,Accident_Reason,Latitude,Longitude,Severity
29-01-2025,02:45:51,Snow,Good,Night,High,Rollover,Motorcycle,Weather,40.64989513,-74.13319417,High
25-04-2025,17:50:41,Clear,Poor,Afternoon,High,Rollover,Motorcycle,Distracted Driving,40.70224244,-74.03722174,High
28-08-2025,02:25:59,Clear,Good,Night,Low,Side,Motorcycle,Weather,40.63175872,-73.82507927,Low
11-06-2025,14:04:36,Rain,Good,Afternoon,Jam,Side,Car,Weather,40.68617401,-74.02443332,Medium
14-06-2025,13:58:06,Clear,Moderate,Afternoon,High,Rear-end,Truck,Mechanical Failure,40.67749934,-73.75216556,Low
21-02-2025,01:31:27,Clear,Good,Night,Medium,Side,Bus,Speeding,40.679754,-73.96230288,Low
22-05-2025,19:25:49,Rain,Moderate,Evening,High,Head-on,Car,Distracted Driving,40.55958308,-73.88547429,High
27-07-2025,10:01:03,Clear,Good,Morning,Low,Head-on,Truck,Speeding,40.82133579,-74.07964341,Medium
08-07-2025,11:41:39,Clear,Good,Morning,Jam,Rollover,Car,Alcohol,40.90970574,-73.83206467,Medium
29-03-2025,16:28:46,Clear,Good,Afternoon,Medium,Other,Car,Mechanical Failure,40.57501275,-73.85187533,Low
30-06-2025,15:34:06,Clear,Construction,Afternoon,Medium,Head-on,Motorcycle,Speeding,40.62259085,-73.76864216,Medium
20-06-2025,07:58:15,Clear,Moderate,Morning,Medium,Side,Car,Speeding,40.57598568,-73.98838106,Low
03-06-2025,21:34:08,Clear,Good,Evening,Low,Rollover,Car,Distracted Driving,40.70919102,-74.10859254,Medium
16-07-2025,10:34:22,Clear,Moderate,Morning,Low,Other,Car,Distracted Driving,40.91014639,-73.91807316,Low
07-04-2025,15:47:25,Clear,Moderate,Afternoon,High,Rollover,Car,Other,40.56574453,-74.08367981,Medium
20-01-2025,03:43:36,Clear,Good,Night,Low,Rear-end,Car,Running Red Light,40.60873263,-73.99132551,Low
28-07-2025,10:13:32,Fog,Good,Morning,High,Other,Car,Alcohol,40.80874966,-73.72968948,Medium
14-08-2025,15:41:25,Clear,Moderate,Afternoon,High,Side,Motorcycle,Speeding,40.57040059,-73.89166579,Low
02-04-2025,23:49:00,Clear,Good,Evening,Jam,Other,Truck,Running Red Light,40.64589118,-73.90733509,Medium
27-02-2025,11:10:50,Rain,Good,Morning,High,Rear-end,Motorcycle,Alcohol,40.61175752,-74.14522135,Medium
07-04-2025,08:08:55,Clear,Moderate,Morning,Medium,Side,Car,Weather,40.63172176,-73.74292083,Low
24-08-2025,13:48:47,Clear,Moderate,Afternoon,Medium,Head-on,Bus,Weather,40.82371476,-74.14362518,Medium
22-07-2025,12:49:23,Clear,Good,Morning,Medium,Rear-end,Motorcycle,Speeding,40.84221746,-73.77144646,Low
10-03-2025,08:32:30,Rain,Good,Morning,High,Other,Car,Distracted Driving,40.8486561,-74.01771053,Medium
08-07-2025,03:21:50,Clear,Poor,Night,Medium,Head-on,Bus,Weather,40.70798646,-73.98539337,High
25-02-2025,07:03:41,Clear,Good,Morning,Low,Rollover,Motorcycle,Speeding,40.68273354,-73.92227262,Medium
10-01-2025,16:46:43,Rain,Good,Afternoon,Medium,Rollover,Bus,Distracted Driving,40.78128633,-73.85066558,Medium
09-06-2025,15:10:49,Rain,Good,Afternoon,Medium,Rollover,Bus,Distracted Driving,40.81760003,-74.10619799,Medium
06-06-2025,03:18:57,Clear,Good,Night,High,Other,Car,Mechanical Failure,40.67678928,-74.05773579,Medium
10-07-2025,02:05:19,Fog,Moderate,Night,Low,Head-on,Car,Running Red Light,40.81592701,-73.92711108,High
16-08-2025,08:34:33,Clear,Good,Morning,High,Rollover,Truck,Distracted Driving,40.63019512,-74.04044084,Medium
09-01-2025,11:57:55,Clear,Good,Morning,Medium,Head-on,Bus,Weather,40.63730654,-73.87095858,Medium
26-08-2025,10:39:49,Clear,Poor,Morning,Low,Head-on,Car,Weather,40.77122658,-73.96679068,Medium
11-07-2025,08:20:46,Rain,Good,Morning,Low,Side,Car,Distracted Driving,40.5757932,-73.82088533,Low
17-03-2025,10:59:45,Clear,Poor,Morning,Medium,Rollover,Car,Weather,40.79331242,-73.81739903,Medium
15-03-2025,06:20:34,Clear,Good,Night,Medium,Head-on,Car,Weather,40.75109805,-74.10821935,Medium
11-06-2025,11:10:53,Rain,Good,Morning,Low,Other,Car,Weather,40.58196309,-73.81342388,Low
25-04-2025,06:03:23,Rain,Good,Night,Medium,Rear-end,Bicycle,Distracted Driving,40.70097118,-73.87619942,Medium
07-01-2025,16:42:06,Clear,Moderate,Afternoon,Medium,Rear-end,Motorcycle,Running Red Light,40.85509502,-73.74054281,Low
09-08-2025,09:04:05,Clear,Moderate,Morning,Low,Rear-end,Truck,Alcohol,40.64370519,-73.70391541,Low
06-01-2025,17:29:15,Clear,Construction,Afternoon,Low,Rollover,Motorcycle,Alcohol,40.86019023,-73.82943633,Medium
29-06-2025,16:07:45,Clear,Good,Afternoon,Medium,Head-on,Truck,Speeding,40.64852195,-73.79512522,Medium
17-01-2025,08:54:26,Clear,Moderate,Morning,High,Other,Truck,Mechanical Failure,40.77559036,-73.88328152,Low
22-02-2025,12:01:59,Rain,Moderate,Morning,High,Rollover,Motorcycle,Distracted Driving,40.82141324,-73.76067743,High
17-02-2025,21:31:26,Clear,Moderate,Evening,Low,Head-on,Car,Weather,40.73709685,-73.9615892,Medium
25-07-2025,21:33:20,Clear,Good,Evening,High,Head-on,Truck,Weather,40.85521359,-73.94717429,High
24-07-2025,05:09:40,Clear,Good,Night,High,Other,Bus,Speeding,40.57811935,-73.77066587,Medium
19-05-2025,23:07:48,Clear,Moderate,Evening,Medium,Head-on,Car,Distracted Driving,40.85216926,-74.10169285,Medium
27-06-2025,10:09:09,Rain,Good,Morning,Medium,Head-on,Car,Distracted Driving,40.77040344,-73.98757521,Medium
11-05-2025,12:06:52,Snow,Good,Morning,High,Other,Car,Weather,40.72617924,-73.72116933,Medium
09-05-2025,06:25:22,Rain,Good,Night,Low,Rollover,Motorcycle,Mechanical Failure,40.80993242,-73.84891232,High
05-02-2025,02:35:49,Rain,Poor,Night,Low,Rollover,Car,Running Red Light,40.71430351,-74.07671764,High
03-08-2025,08:29:31,Clear,Moderate,Morning,Medium,Head-on,Truck,Speeding,40.87553765,-74.01286711,Medium
13-07-2025,09:17:46,Snow,Good,Morning,Medium,Other,Pedestrian,Weather,40.78203525,-73.91782474,Low
23-06-2025,19:19:00,Clear,Good,Evening,Medium,Other,Car,Distracted Driving,40.71789329,-74.05102545,Low
20-05-2025,08:26:09,Rain,Good,Morning,Low,Head-on,Car,Speeding,40.60505007,-73.95968392,Medium
10-05-2025,15:02:27,Clear,Good,Afternoon,Low,Rollover,Motorcycle,Weather,40.64431162,-73.85358378,Medium
13-03-2025,18:12:31,Clear,Poor,Afternoon,Low,Other,Motorcycle,Alcohol,40.64134199,-74.05784979,Low
13-02-2025,20:29:23,Clear,Poor,Evening,Medium,Rear-end,Bicycle,Speeding,40.73928747,-74.01127794,Medium
31-07-2025,12:32:35,Clear,Good,Morning,Medium,Other,Car,Distracted Driving,40.81403655,-74.00999421,Low
19-02-2025,06:35:41,Clear,Good,Night,High,Rollover,Car,Weather,40.7564396,-73.71774925,High
06-08-2025,19:47:19,Clear,Good,Evening,Jam,Rear-end,Truck,Speeding,40.84662482,-74.10091549,Medium
22-07-2025,09:27:58,Clear,Good,Morning,High,Rollover,Car,Distracted Driving,40.84231344,-73.76640635,Medium
24-04-2025,15:15:59,Snow,Good,Afternoon,Low,Rollover,Car,Distracted Driving,40.82209434,-73.79767334,Medium
04-02-2025,08:00:22,Rain,Moderate,Morning,Medium,Head-on,Motorcycle,Weather,40.80132939,-74.14887105,Medium
20-06-2025,16:59:11,Clear,Moderate,Afternoon,Medium,Head-on,Car,Speeding,40.9140533,-74.13265775,Medium
19-02-2025,13:04:10,Clear,Poor,Afternoon,Medium,Rear-end,Bicycle,Mechanical Failure,40.82258541,-73.81077646,Low
13-06-2025,02:14:21,Clear,Moderate,Night,Low,Side,Motorcycle,Speeding,40.59853939,-74.12668464,Low
21-02-2025,00:31:25,Clear,Moderate,Night,Medium,Side,Pedestrian,Alcohol,40.56261565,-74.14686083,Low
29-08-2025,09:55:44,Clear,Good,Morning,Medium,Head-on,Car,Speeding,40.60631491,-73.85366841,Medium
12-04-2025,18:36:20,Fog,Poor,Afternoon,High,Rollover,Car,Running Red Light,40.79351723,-74.06674562,High
17-06-2025,00:23:37,Rain,Moderate,Night,Low,Rollover,Bus,Alcohol,40.88279324,-73.75502511,High
05-04-2025,02:56:02,Clear,Moderate,Night,Low,Side,Bus,Speeding,40.8268243,-73.96232337,Low
12-08-2025,20:08:05,Rain,Moderate,Evening,Medium,Rear-end,Pedestrian,Speeding,40.74076113,-73.98605356,Medium
30-07-2025,06:31:37,Clear,Construction,Night,Low,Side,Car,Alcohol,40.80552615,-73.71493261,Medium
31-05-2025,07:52:45,Clear,Construction,Morning,Low,Rollover,Car,Mechanical Failure,40.63587038,-73.76385522,Medium
13-04-2025,13:01:30,Clear,Moderate,Afternoon,High,Side,Truck,Distracted Driving,40.76333548,-73.71479667,Low
01-02-2025,04:35:46,Clear,Moderate,Night,Low,Rollover,Pedestrian,Running Red Light,40.89147643,-74.1262621,Medium
09-07-2025,23:18:06,Clear,Moderate,Evening,Low,Head-on,Motorcycle,Alcohol,40.76258091,-73.90743233,Medium
19-04-2025,02:40:54,Clear,Poor,Night,High,Rollover,Car,Speeding,40.7445255,-74.05616583,High
03-05-2025,19:36:57,Rain,Moderate,Evening,Medium,Rollover,Car,Weather,40.56589646,-74.01962784,High
22-04-2025,07:02:34,Clear,Poor,Morning,Medium,Rollover,Car,Weather,40.81234304,-74.11542966,Medium
16-07-2025,22:13:35,Clear,Good,Evening,Medium,Side,Car,Weather,40.82843067,-74.06105339,Low
20-08-2025,07:16:49,Rain,Good,Morning,Medium,Other,Bicycle,Speeding,40.75625837,-74.13804915,Low
21-05-2025,16:24:52,Clear,Good,Afternoon,Medium,Other,Car,Speeding,40.67342327,-74.08227653,Low
05-03-2025,03:29:30,Rain,Poor,Night,Low,Side,Car,Weather,40.57646193,-73.85997104,Medium
24-05-2025,18:18:44,Clear,Good,Afternoon,Low,Rollover,Car,Weather,40.82265371,-74.09933683,Medium
06-06-2025,10:16:29,Clear,Good,Morning,Low,Rear-end,Car,Speeding,40.57606911,-74.0025472,Low
20-06-2025,04:12:35,Fog,Poor,Night,Medium,Rollover,Car,Weather,40.59410634,-73.88204367,High
22-03-2025,05:44:27,Clear,Moderate,Night,Low,Rear-end,Motorcycle,Weather,40.67489947,-73.87370935,Low
31-03-2025,14:02:21,Clear,Moderate,Afternoon,Medium,Side,Truck,Alcohol,40.66981831,-73.91861653,Low
31-07-2025,01:57:31,Rain,Good,Night,Medium,Side,Car,Alcohol,40.87839064,-73.76776085,Medium
07-03-2025,23:00:48,Fog,Moderate,Evening,Medium,Head-on,Car,Weather,40.64156025,-73.86023816,High
21-05-2025,13:54:22,Rain,Good,Afternoon,Jam,Side,Car,Mechanical Failure,40.85185203,-73.70773967,Medium
16-08-2025,18:05:53,Clear,Good,Afternoon,High,Rollover,Car,Distracted Driving,40.71853816,-73.72580483,Medium
02-04-2025,23:15:55,Rain,Good,Evening,High,Other,Motorcycle,Alcohol,40.77291374,-74.07499046,Medium
13-02-2025,15:59:23,Clear,Moderate,Afternoon,High,Other,Car,Speeding,40.67368162,-73.82111441,Low
16-05-2025,06:56:02,Clear,Poor,Night,Medium,Rear-end,Car,Distracted Driving,40.70501833,-73.78131485,Medium
09-01-2025,04:34:49,Clear,Poor,Night,Medium,Other,Car,Weather,40.82174028,-73.91109877,Medium
26-02-2025,12:34:40,Clear,Moderate,Morning,Low,Side,Motorcycle,Speeding,40.90066533,-74.07176871,Low
05-03-2025,00:54:01,Clear,Moderate,Night,Medium,Rear-end,Car,Mechanical Failure,40.84418554,-73.70136717,Low
01-06-2025,16:05:08,Clear,Poor,Afternoon,Low,Side,Car,Mechanical Failure,40.75516979,-73.9691494,Low
06-01-2025,03:02:19,Clear,Good,Night,Low,Side,Motorcycle,Distracted Driving,40.62419428,-73.75078394,Low
12-07-2025,15:19:08,Rain,Moderate,Afternoon,High,Head-on,Truck,Distracted Driving,40.56311984,-74.01591536,High
21-04-2025,14:52:20,Fog,Good,Afternoon,Medium,Side,Car,Distracted Driving,40.69140409,-74.05712789,Low
04-05-2025,00:56:32,Clear,Good,Night,High,Other,Car,Weather,40.55319821,-74.01689965,Medium
22-03-2025,13:59:25,Clear,Moderate,Afternoon,Low,Rear-end,Bus,Speeding,40.91615307,-74.01288607,Low
05-02-2025,15:46:01,Snow,Good,Afternoon,Low,Head-on,Car,Running Red Light,40.62604676,-74.11623976,Medium
11-08-2025,11:44:16,Clear,Poor,Morning,High,Side,Car,Speeding,40.77189075,-74.08197436,Medium
28-05-2025,17:04:24,Clear,Moderate,Afternoon,Low,Other,Pedestrian,Other,40.83542133,-74.09137284,Low
22-02-2025,00:45:11,Clear,Good,Night,Medium,Rollover,Truck,Alcohol,40.88624254,-73.98585439,Medium
25-05-2025,12:12:39,Clear,Moderate,Morning,Low,Head-on,Motorcycle,Distracted Driving,40.75297742,-73.8538082,Medium
09-02-2025,12:51:11,Clear,Moderate,Morning,Low,Other,Bicycle,Running Red Light,40.71527968,-73.71199733,Low
25-06-2025,11:20:25,Clear,Moderate,Morning,Medium,Rear-end,Truck,Weather,40.56050449,-73.95383302,Low
21-08-2025,03:59:17,Clear,Good,Night,Low,Side,Truck,Running Red Light,40.57783347,-73.90196124,Low
24-08-2025,09:28:56,Clear,Moderate,Morning,Low,Side,Car,Speeding,40.76852118,-74.08858784,Low
16-02-2025,18:21:19,Rain,Good,Afternoon,Medium,Other,Car,Mechanical Failure,40.618409,-73.73249433,Low
07-03-2025,18:00:20,Fog,Construction,Afternoon,Medium,Rear-end,Car,Speeding,40.6292981,-73.98795989,Medium
30-04-2025,19:59:24,Clear,Good,Evening,Medium,Rear-end,Pedestrian,Other,40.70068611,-73.78830405,Low
07-07-2025,10:03:34,Snow,Good,Morning,High,Side,Motorcycle,Weather,40.76331614,-73.79544992,Medium
30-06-2025,09:42:06,Clear,Poor,Morning,Medium,Other,Car,Weather,40.67375874,-74.04871996,Low
18-02-2025,09:35:26,Clear,Good,Morning,High,Other,Car,Alcohol,40.56163259,-73.89936746,Low
09-04-2025,23:27:26,Clear,Poor,Evening,Jam,Rollover,Car,Weather,40.76067642,-73.98486663,High
04-02-2025,11:57:52,Rain,Good,Morning,Low,Side,Pedestrian,Speeding,40.56256419,-73.7111196,Low
04-01-2025,08:14:19,Clear,Good,Morning,Jam,Rollover,Motorcycle,Mechanical Failure,40.80323379,-74.08807587,Medium
26-07-2025,01:46:13,Rain,Moderate,Night,Jam,Other,Car,Distracted Driving,40.72200597,-74.05218938,Medium
09-04-2025,09:30:24,Clear,Good,Morning,High,Head-on,Car,Speeding,40.86182592,-74.05810306,Medium
26-01-2025,23:31:42,Rain,Good,Evening,High,Other,Pedestrian,Running Red Light,40.61742428,-73.8605487,Medium
13-08-2025,22:48:41,Clear,Good,Evening,Low,Other,Car,Speeding,40.78041625,-73.7275448,Low
23-01-2025,22:58:29,Rain,Moderate,Evening,Medium,Rollover,Car,Mechanical Failure,40.86016354,-73.75020017,High
03-08-2025,03:58:12,Clear,Construction,Night,Medium,Head-on,Car,Speeding,40.73833246,-73.78685542,High
19-07-2025,03:01:00,Fog,Good,Night,High,Rear-end,Car,Speeding,40.78816835,-74.11137608,Medium
27-05-2025,01:20:33,Clear,Moderate,Night,Medium,Side,Car,Distracted Driving,40.89015622,-73.94844538,Low
18-06-2025,14:33:13,Clear,Moderate,Afternoon,High,Other,Car,Speeding,40.79171172,-73.79174418,Low
23-08-2025,12:42:38,Clear,Moderate,Morning,High,Rear-end,Truck,Speeding,40.65402915,-73.86506698,Low
23-04-2025,21:51:01,Rain,Good,Evening,Medium,Rear-end,Bus,Mechanical Failure,40.71194868,-73.84377069,Medium
10-03-2025,00:43:29,Rain,Poor,Night,Medium,Other,Car,Distracted Driving,40.61172352,-74.0765892,Medium
03-06-2025,05:08:43,Clear,Good,Night,Medium,Other,Car,Speeding,40.82586608,-73.72707322,Low
06-06-2025,08:43:53,Rain,Good,Morning,Low,Rollover,Pedestrian,Running Red Light,40.55792375,-74.09252125,Medium
18-04-2025,16:28:08,Clear,Poor,Afternoon,Medium,Rollover,Truck,Speeding,40.86335401,-74.13148194,Medium
13-06-2025,08:41:35,Clear,Good,Morning,Medium,Side,Car,Speeding,40.61312084,-73.75862113,Low
09-06-2025,12:08:57,Clear,Good,Morning,Medium,Head-on,Bus,Weather,40.91241916,-73.74328842,Medium
12-07-2025,06:37:31,Rain,Good,Night,Low,Other,Pedestrian,Mechanical Failure,40.5749141,-73.9297838,Medium
29-05-2025,17:35:10,Snow,Good,Afternoon,Medium,Rear-end,Car,Other,40.90824757,-73.83256717,Low
01-04-2025,11:28:24,Clear,Moderate,Morning,Medium,Head-on,Car,Mechanical Failure,40.85290031,-74.01904549,Medium
14-08-2025,13:15:43,Clear,Good,Afternoon,High,Head-on,Car,Speeding,40.59636813,-74.00913098,Medium
13-01-2025,15:58:36,Clear,Moderate,Afternoon,High,Other,Car,Running Red Light,40.71644976,-73.98970838,Low
10-03-2025,20:44:12,Clear,Good,Evening,Medium,Rollover,Truck,Alcohol,40.78070671,-73.88923316,Medium
18-03-2025,06:19:14,Clear,Good,Night,Medium,Head-on,Car,Speeding,40.78955584,-74.0103875,Medium
05-03-2025,21:44:12,Clear,Moderate,Evening,Medium,Head-on,Car,Distracted Driving,40.70119274,-73.87493811,Medium
29-08-2025,04:02:09,Clear,Good,Night,High,Rollover,Motorcycle,Speeding,40.87380844,-74.11168194,High
11-06-2025,04:55:17,Rain,Construction,Night,Low,Side,Bicycle,Running Red Light,40.88002973,-73.89629707,Medium
12-02-2025,18:39:21,Clear,Good,Afternoon,Medium,Rear-end,Truck,Alcohol,40.89573046,-73.86054605,Low
14-07-2025,18:42:03,Clear,Good,Afternoon,Medium,Rear-end,Car,Speeding,40.85010974,-74.00809367,Low
04-07-2025,12:21:36,Clear,Good,Morning,Medium,Other,Car,Alcohol,40.85524181,-73.75005178,Low
05-07-2025,05:36:33,Clear,Moderate,Night,Low,Side,Truck,Speeding,40.91464914,-73.80388875,Low
28-02-2025,20:09:29,Clear,Moderate,Evening,Medium,Rear-end,Pedestrian,Speeding,40.78200828,-73.9920663,Low
16-02-2025,22:30:47,Clear,Moderate,Evening,Low,Rear-end,Car,Weather,40.6882618,-73.89847673,Low
06-06-2025,13:23:13,Clear,Construction,Afternoon,Low,Other,Car,Alcohol,40.62777785,-74.03719267,Low
01-02-2025,10:30:07,Rain,Poor,Morning,High,Head-on,Car,Speeding,40.76953125,-74.11577285,High
20-04-2025,09:20:44,Clear,Good,Morning,Medium,Head-on,Truck,Mechanical Failure,40.61736,-73.93882943,Medium
12-02-2025,10:58:00,Fog,Good,Morning,High,Side,Car,Running Red Light,40.69483951,-74.09507392,Medium
09-02-2025,19:21:29,Clear,Construction,Evening,Medium,Other,Motorcycle,Running Red Light,40.70281305,-73.74994527,Medium
01-08-2025,04:42:14,Clear,Good,Night,Medium,Rear-end,Truck,Distracted Driving,40.91097944,-73.98428677,Low
20-03-2025,12:37:52,Clear,Good,Morning,Medium,Head-on,Car,Weather,40.61537752,-73.84930466,Medium
30-01-2025,14:37:11,Fog,Good,Afternoon,High,Other,Bicycle,Weather,40.81879078,-74.07811028,Medium
12-07-2025,14:38:31,Clear,Moderate,Afternoon,Low,Rear-end,Motorcycle,Speeding,40.59683443,-74.12721684,Low
14-08-2025,20:08:00,Rain,Moderate,Evening,Medium,Rollover,Motorcycle,Speeding,40.82583875,-73.95471198,High
07-04-2025,14:53:42,Snow,Good,Afternoon,Low,Other,Car,Mechanical Failure,40.88741258,-73.89261959,Low
15-02-2025,16:46:41,Clear,Good,Afternoon,High,Rollover,Bicycle,Running Red Light,40.59917781,-74.07111049,Medium
12-05-2025,12:44:03,Rain,Good,Morning,Low,Rollover,Car,Mechanical Failure,40.7645605,-73.86566997,Medium
19-03-2025,17:58:46,Rain,Moderate,Afternoon,High,Rear-end,Motorcycle,Distracted Driving,40.66811475,-73.73984758,Medium
17-06-2025,18:57:34,Snow,Moderate,Afternoon,Medium,Rear-end,Truck,Distracted Driving,40.65213779,-73.76456961,Low
19-08-2025,09:07:36,Clear,Moderate,Morning,Medium,Head-on,Car,Distracted Driving,40.776614,-73.88093396,Medium
15-05-2025,04:36:47,Clear,Moderate,Night,Low,Side,Car,Alcohol,40.60512848,-73.70713126,Low
22-07-2025,12:10:23,Clear,Good,Morning,Jam,Rollover,Car,Speeding,40.73360813,-74.04969129,Medium
29-01-2025,00:22:44,Clear,Moderate,Night,Medium,Head-on,Car,Alcohol,40.61327186,-74.03916265,Medium
30-05-2025,09:30:24,Clear,Good,Morning,Medium,Rollover,Motorcycle,Distracted Driving,40.88784703,-74.06536404,Medium
16-04-2025,06:36:21,Rain,Good,Night,Medium,Other,Car,Weather,40.55570003,-74.10556685,Medium
02-04-2025,00:17:18,Rain,Moderate,Night,Low,Rollover,Car,Speeding,40.85092228,-73.86773476,High
15-03-2025,08:05:56,Clear,Moderate,Morning,Jam,Rear-end,Bus,Weather,40.81850291,-74.05074545,Low
23-02-2025,20:59:58,Clear,Moderate,Evening,Low,Rollover,Truck,Speeding,40.8567381,-73.74041118,Medium
29-05-2025,19:14:58,Snow,Construction,Evening,High,Head-on,Truck,Alcohol,40.62784457,-74.03646496,High
24-05-2025,05:28:08,Rain,Moderate,Night,Low,Rollover,Car,Mechanical Failure,40.91260458,-74.14552209,High
11-05-2025,12:39:07,Rain,Good,Morning,Medium,Head-on,Motorcycle,Speeding,40.65272364,-73.86614966,Medium
03-03-2025,07:23:10,Clear,Good,Morning,High,Head-on,Motorcycle,Speeding,40.71489706,-73.76289994,Medium
26-05-2025,10:17:14,Clear,Good,Morning,Medium,Side,Motorcycle,Alcohol,40.78085184,-73.9282763,Low
31-07-2025,22:40:53,Clear,Poor,Evening,Low,Rollover,Pedestrian,Mechanical Failure,40.56598411,-74.00006889,High
17-06-2025,23:10:53,Clear,Good,Evening,High,Head-on,Car,Running Red Light,40.83964875,-74.02383125,High
08-06-2025,14:21:14,Clear,Good,Afternoon,Low,Head-on,Car,Other,40.70274763,-73.83368839,Medium
08-02-2025,13:17:48,Clear,Moderate,Afternoon,High,Rear-end,Motorcycle,Distracted Driving,40.61906937,-73.82235122,Low
26-04-2025,06:20:42,Clear,Poor,Night,Low,Side,Motorcycle,Mechanical Failure,40.8790237,-73.77292179,Medium
27-07-2025,21:32:07,Snow,Moderate,Evening,Medium,Side,Motorcycle,Alcohol,40.79446378,-74.10648612,Medium
08-07-2025,15:48:01,Clear,Good,Afternoon,Medium,Other,Car,Weather,40.90874805,-73.90147861,Low
17-04-2025,23:57:35,Snow,Good,Evening,Low,Head-on,Motorcycle,Weather,40.67610415,-73.77982767,High
01-06-2025,20:28:30,Rain,Poor,Evening,Medium,Side,Car,Distracted Driving,40.91438143,-74.02884973,Medium
08-04-2025,16:17:49,Rain,Good,Afternoon,Low,Head-on,Bicycle,Alcohol,40.64745612,-73.73736694,Medium
09-03-2025,06:49:25,Rain,Moderate,Night,Jam,Head-on,Car,Distracted Driving,40.81527178,-73.73478792,High
21-04-2025,11:18:11,Clear,Moderate,Morning,High,Rear-end,Car,Distracted Driving,40.59421722,-74.07732667,Low
07-05-2025,17:30:45,Clear,Good,Afternoon,High,Head-on,Car,Mechanical Failure,40.58857356,-73.94048788,Medium
13-08-2025,03:52:06,Clear,Good,Night,Medium,Other,Car,Distracted Driving,40.58066873,-73.71842333,Low
26-06-2025,02:16:26,Clear,Moderate,Night,Medium,Head-on,Car,Weather,40.68367061,-74.0002839,Medium
04-04-2025,10:47:17,Clear,Poor,Morning,Medium,Rear-end,Truck,Speeding,40.62560012,-73.89260636,Low
21-02-2025,04:23:21,Rain,Good,Night,High,Head-on,Car,Mechanical Failure,40.86400236,-74.14973236,High
18-01-2025,14:06:43,Clear,Poor,Afternoon,High,Rollover,Truck,Weather,40.69301954,-74.0585179,High
17-03-2025,21:06:08,Clear,Good,Evening,Low,Rollover,Truck,Distracted Driving,40.59704612,-74.07898241,Medium
29-03-2025,19:42:48,Fog,Good,Evening,Medium,Head-on,Motorcycle,Weather,40.76341321,-73.93042615,High
22-02-2025,05:37:50,Clear,Good,Night,High,Side,Car,Distracted Driving,40.56629295,-73.86282399,Medium
28-07-2025,13:59:36,Clear,Good,Afternoon,Medium,Head-on,Car,Mechanical Failure,40.63889546,-74.10037021,Medium
21-01-2025,10:21:57,Fog,Poor,Morning,Medium,Head-on,Truck,Mechanical Failure,40.7073458,-73.93065005,High
26-01-2025,07:52:50,Clear,Moderate,Morning,Medium,Other,Car,Mechanical Failure,40.76364693,-73.7983773,Low
08-08-2025,01:16:39,Rain,Good,Night,Medium,Rear-end,Motorcycle,Speeding,40.66101881,-74.11512858,Medium
02-02-2025,11:06:42,Clear,Good,Morning,Low,Rear-end,Car,Running Red Light,40.55258272,-73.87929946,Low
06-02-2025,03:29:11,Clear,Good,Night,Medium,Head-on,Car,Mechanical Failure,40.75311881,-73.79283148,Medium
21-03-2025,09:33:11,Clear,Moderate,Morning,High,Other,Car,Weather,40.75941865,-73.76381548,Low
05-02-2025,08:09:40,Clear,Moderate,Morning,Low,Side,Truck,Weather,40.62375674,-74.09044111,Low
24-04-2025,20:36:11,Clear,Construction,Evening,Medium,Rear-end,Truck,Speeding,40.83473408,-74.02833781,Medium
05-07-2025,12:37:24,Rain,Good,Morning,Medium,Side,Motorcycle,Mechanical Failure,40.58301399,-73.99810792,Low
29-03-2025,06:53:06,Clear,Good,Night,Medium,Other,Truck,Mechanical Failure,40.59991512,-74.11387527,Low
26-03-2025,10:46:45,Clear,Good,Morning,Low,Rollover,Motorcycle,Speeding,40.7099712,-73.84758767,Medium
15-02-2025,02:12:38,Snow,Good,Night,Medium,Rollover,Car,Alcohol,40.63356745,-73.76222562,High
24-01-2025,20:03:05,Clear,Moderate,Evening,High,Head-on,Bicycle,Speeding,40.83309507,-74.0980992,High
26-07-2025,03:57:04,Rain,Moderate,Night,Medium,Other,Truck,Alcohol,40.6778922,-73.72199928,Medium
06-03-2025,06:38:55,Clear,Good,Night,Low,Rollover,Pedestrian,Mechanical Failure,40.76435853,-73.97633691,Medium
11-06-2025,13:25:19,Clear,Moderate,Afternoon,Jam,Rollover,Car,Distracted Driving,40.91806245,-73.84247779,Medium
14-02-2025,07:55:21,Clear,Poor,Morning,Low,Rollover,Car,Speeding,40.82213735,-73.79751667,Medium
02-02-2025,16:58:16,Rain,Poor,Afternoon,Medium,Rollover,Truck,Distracted Driving,40.61062758,-74.0981249,High
25-05-2025,14:35:27,Clear,Moderate,Afternoon,Medium,Side,Car,Other,40.91495253,-73.83580618,Low
13-06-2025,16:59:28,Clear,Construction,Afternoon,High,Side,Car,Speeding,40.79492669,-73.81881206,Medium
05-08-2025,21:46:27,Rain,Moderate,Evening,Medium,Rollover,Car,Distracted Driving,40.82938162,-73.76954843,High
12-01-2025,08:44:43,Rain,Moderate,Morning,High,Rollover,Car,Mechanical Failure,40.73592509,-74.01650934,High
08-07-2025,21:30:56,Clear,Good,Evening,Medium,Rollover,Car,Speeding,40.86481817,-73.81337971,Medium
06-04-2025,15:43:25,Clear,Good,Afternoon,Medium,Other,Truck,Weather,40.60355347,-74.02273998,Low
29-08-2025,23:24:40,Rain,Poor,Evening,Low,Rear-end,Car,Mechanical Failure,40.7826885,-73.92780174,Medium
